"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693412682","34.916","35.758","32.625","31.747","31.492","32.399","30.373","32.512","63.462","36.171","44.735","30.425","24.256"
"1693412683","34.935","35.755","32.643","31.761","31.506","32.414","30.359","32.512","63.480","36.175","44.739","30.436","24.259"
"1693412684","34.979","35.747","32.643","31.762","31.518","32.421","30.344","32.534","63.505","36.200","44.818","30.436","24.285"
"1693412685","35.001","35.791","32.643","31.776","31.540","32.450","30.352","32.585","63.530","36.226","44.905","30.433","24.285"
"1693412686","35.077","35.832","32.687","31.817","31.562","32.469","30.330","32.676","63.556","36.244","44.927","30.447","24.289"
"1693412687","35.103","35.850","32.709","31.835","31.569","32.483","30.305","32.713","63.588","36.277","44.982","30.451","24.270"
"1693412688","35.125","35.857","32.724","31.853","31.580","32.505","30.305","32.757","63.620","36.306","44.985","30.451","24.259"
"1693412689","35.147","35.846","32.750","31.850","31.580","32.524","30.279","32.775","63.631","36.317","44.989","30.465","24.252"
"1693412690","35.173","35.839","32.779","31.861","31.606","32.542","30.272","32.815","63.660","36.346","44.982","30.477","24.245"
"1693412691","35.198","35.850","32.801","31.861","31.602","32.553","30.272","32.845","63.696","36.379","44.967","30.451","24.237"
"1693412692","35.209","35.883","32.812","31.879","31.631","32.586","30.280","32.874","63.706","36.389","44.953","30.455","24.241"
"1693412693","35.224","35.913","32.830","31.901","31.654","32.583","30.298","32.903","63.742","36.419","44.964","30.466","24.237"
"1693412694","35.246","35.964","32.856","31.927","31.672","32.586","30.316","32.929","63.768","36.441","44.971","30.451","24.248"
"1693412695","35.279","36.008","32.893","31.964","31.668","32.605","30.335","32.944","63.782","36.462","44.960","30.451","24.245"
"1693412696","35.261","36.030","32.907","31.971","31.639","32.619","30.346","32.955","63.804","36.474","44.986","30.473","24.238"
"1693412697","35.286","36.066","32.933","32.004","31.618","32.634","30.350","32.962","63.836","36.499","45.098","30.498","24.234"
"1693412698","35.308","36.084","32.947","32.018","31.599","32.641","30.364","32.962","63.847","36.521","45.141","30.502","24.230"
"1693412699","35.356","36.088","32.969","32.037","31.607","32.649","30.350","32.980","63.872","36.543","45.156","30.506","24.219"
"1693412700","35.374","36.095","32.984","32.055","31.618","32.656","30.357","33.010","63.919","36.583","45.196","30.499","24.245"
"1693412701","35.404","36.107","33.017","32.077","31.644","32.682","30.372","33.050","63.918","36.590","45.203","30.473","24.237"
"1693412702","35.382","36.125","33.035","32.084","31.662","32.693","30.379","33.043","63.947","36.608","45.185","30.484","24.227"
"1693412703","35.418","36.132","33.050","32.092","31.680","32.700","30.380","33.032","63.969","36.634","45.199","30.502","24.219"
"1693412704","35.480","36.140","33.068","32.110","31.746","32.726","30.332","33.087","63.994","36.663","45.221","30.520","24.227"
"1693412705","35.477","36.155","33.080","32.129","31.768","32.755","30.340","33.076","64.023","36.696","45.250","30.502","24.230"
"1693412706","35.495","36.173","33.105","32.161","31.804","32.781","30.340","33.076","64.062","36.718","45.247","30.510","24.249"
"1693412707","35.539","36.213","33.134","32.176","31.815","32.799","30.329","33.080","64.070","36.732","45.261","30.510","24.253"
"1693412708","35.583","36.264","33.149","32.184","31.845","32.810","30.315","33.094","64.095","36.758","45.337","30.524","24.275"
"1693412709","35.619","36.282","33.153","32.187","31.859","32.829","30.304","33.138","64.138","36.794","45.374","30.524","24.289"
"1693412710","35.659","36.315","33.167","32.198","31.874","32.829","30.307","33.182","64.141","36.809","45.363","30.532","24.286"
"1693412711","35.689","36.334","33.178","32.217","31.911","32.843","30.329","33.211","64.177","36.838","45.345","30.546","24.286"
"1693412712","35.722","36.370","33.197","32.235","31.943","32.851","30.315","33.197","64.206","36.864","45.428","30.554","24.304"
"1693412713","35.769","36.425","33.233","32.224","31.987","32.895","30.304","33.237","64.231","36.889","45.475","30.557","24.308"
"1693412714","35.788","36.451","33.255","32.246","32.009","32.880","30.312","33.230","64.256","36.907","45.530","30.546","24.300"
"1693412715","35.791","36.454","33.263","32.265","32.010","32.873","30.304","33.252","64.282","36.933","45.599","30.550","24.275"
"1693412716","35.817","36.473","33.296","32.286","32.028","32.877","30.297","33.281","64.289","36.948","45.664","30.543","24.289"
"1693412717","35.832","36.476","33.310","32.301","32.039","32.895","30.290","33.310","64.321","36.977","45.747","30.564","24.275"
"1693412718","35.857","36.498","33.314","32.308","32.057","32.899","30.286","33.303","64.346","37.006","45.736","30.575","24.260"
"1693412719","35.875","36.528","33.332","32.330","32.083","32.902","30.290","33.325","64.360","37.013","45.769","30.575","24.264"
"1693412720","35.912","36.546","33.354","32.349","32.101","32.913","30.287","33.351","64.393","37.042","45.780","30.594","24.278"
"1693412721","35.923","36.553","33.369","32.367","32.123","32.906","30.272","33.384","64.414","37.071","45.744","30.637","24.275"
"1693412722","35.978","36.641","33.406","32.385","32.163","32.928","30.312","33.406","64.429","37.090","45.740","30.637","24.275"
"1693412723","35.989","36.677","33.409","32.397","32.178","32.936","30.320","33.398","64.465","37.130","45.755","30.623","24.264"
"1693412724","36.018","36.696","33.420","32.419","32.171","32.954","30.331","33.391","64.497","37.163","45.892","30.645","24.271"
"1693412725","36.033","36.703","33.428","32.422","32.185","32.972","30.353","33.410","64.519","37.170","45.921","30.648","24.264"
"1693412726","36.062","36.714","33.446","32.430","32.215","32.987","30.360","33.417","64.537","37.195","45.896","30.648","24.253"
"1693412727","36.084","36.736","33.457","32.452","32.240","32.987","30.353","33.461","64.562","37.206","45.965","30.645","24.249"
"1693412728","36.098","36.747","33.479","32.462","32.273","32.994","30.371","33.497","64.576","37.225","45.983","30.638","24.242"
"1693412729","36.132","36.747","33.501","32.474","32.299","33.002","30.368","33.530","64.601","37.257","45.987","30.645","24.268"
"1693412730","36.150","36.776","33.527","32.496","32.313","33.035","30.390","33.556","64.623","37.287","45.918","30.641","24.275"
"1693412731","36.128","36.809","33.560","32.543","32.299","33.093","30.401","33.560","64.644","37.305","45.885","30.656","24.282"
"1693412732","36.081","36.868","33.582","32.558","32.292","33.104","30.383","33.512","64.673","37.330","45.907","30.700","24.290"
"1693412733","36.030","36.857","33.593","32.573","32.292","33.134","30.376","33.487","64.702","37.371","46.048","30.736","24.293"
"1693412734","36.041","36.857","33.625","32.583","32.307","33.166","30.376","33.491","64.723","37.378","46.088","30.758","24.297"
"1693412735","36.070","36.872","33.636","32.583","32.321","33.174","30.365","33.469","64.752","37.400","46.067","30.787","24.308"
"1693412736","36.107","36.916","33.640","32.598","32.336","33.199","30.354","33.473","64.774","37.422","46.103","30.776","24.290"
"1693412737","36.074","36.948","33.651","32.616","32.325","33.210","30.328","33.469","64.777","37.440","46.103","30.780","24.279"
"1693412738","36.074","36.938","33.659","32.620","32.318","33.229","30.321","33.465","64.802","37.469","46.117","30.791","24.271"
"1693412739","36.096","36.927","33.688","32.660","32.336","33.247","30.329","33.469","64.839","37.495","46.110","30.787","24.264"
"1693412740","36.224","36.934","33.706","32.682","32.358","33.269","30.318","33.506","64.849","37.509","46.136","30.765","24.257"
"1693412741","36.275","36.978","33.714","32.704","32.380","33.287","30.307","33.524","64.882","37.538","46.186","30.769","24.261"
"1693412742","36.300","37.026","33.706","32.719","32.402","33.291","30.307","33.542","64.910","37.571","46.146","30.751","24.249"
"1693412743","36.300","37.044","33.703","32.741","32.409","33.284","30.300","33.561","64.925","37.586","46.172","30.762","24.257"
"1693412744","36.279","37.051","33.707","32.756","32.410","33.299","30.296","33.575","64.946","37.611","46.288","30.769","24.283"
"1693412745","36.282","37.058","33.750","32.770","32.384","33.313","30.289","33.586","64.982","37.640","46.350","30.765","24.283"
"1693412746","36.334","37.048","33.769","32.778","32.370","33.339","30.271","33.616","64.975","37.648","46.375","30.773","24.275"
"1693412747","36.377","37.066","33.794","32.789","32.381","33.361","30.282","33.656","65.014","37.688","46.375","30.776","24.268"
"1693412748","36.374","37.099","33.805","32.825","32.392","33.368","30.289","33.685","65.051","37.713","46.429","30.776","24.264"
"1693412749","36.341","37.128","33.838","32.862","32.363","33.372","30.293","33.674","65.069","37.728","46.466","30.806","24.250"
"1693412750","36.381","37.161","33.853","32.873","32.344","33.390","30.301","33.682","65.083","37.750","46.509","30.864","24.246"
"1693412751","36.425","37.179","33.860","32.869","32.345","33.398","30.304","33.704","65.119","37.779","46.491","30.868","24.239"
"1693412752","36.476","37.212","33.871","32.880","32.374","33.383","30.341","33.729","65.130","37.793","46.469","30.875","24.246"
"1693412753","36.513","37.227","33.878","32.906","32.414","33.376","30.344","33.773","65.158","37.819","46.513","30.864","24.250"
"1693412754","36.513","37.245","33.901","32.924","32.414","33.390","30.363","33.824","65.187","37.855","46.549","30.860","24.294"
"1693412755","36.509","37.274","33.915","32.939","32.410","33.416","30.381","33.857","65.198","37.859","46.567","30.853","24.294"
"1693412756","36.549","37.293","33.948","32.953","32.414","33.427","30.385","33.897","65.223","37.899","46.517","30.849","24.279"
"1693412757","36.593","37.300","33.974","32.983","32.436","33.453","30.359","33.930","65.245","37.917","46.444","30.864","24.265"
"1693412758","36.619","37.318","34.003","32.979","32.451","33.471","30.367","33.974","65.266","37.932","46.404","30.871","24.253"
"1693412759","36.612","37.326","34.025","32.990","32.465","33.486","30.371","34.003","65.295","37.976","46.390","30.915","24.250"
"1693412760","36.608","37.348","34.047","33.016","32.484","33.504","30.385","34.010","65.313","37.998","46.419","30.908","24.235"
"1693412761","36.604","37.351","34.072","33.023","32.517","33.508","30.393","34.025","65.331","38.016","46.480","30.897","24.246"
"1693412762","36.604","37.362","34.076","33.041","32.531","33.519","30.407","34.036","65.367","38.045","46.564","30.908","24.242"
"1693412763","36.619","37.399","34.098","33.063","32.495","33.530","30.404","34.054","65.392","38.074","46.618","30.915","24.231"
"1693412764","36.648","37.403","34.109","33.078","32.484","33.544","30.385","34.091","65.403","38.078","46.618","30.915","24.224"
"1693412765","36.692","37.443","34.134","33.085","32.459","33.562","30.375","34.116","65.438","38.107","46.680","30.897","24.217"
"1693412766","36.729","37.454","34.167","33.111","32.455","33.595","30.382","34.124","65.453","38.129","46.709","30.882","24.213"
"1693412767","36.747","37.483","34.200","33.118","32.459","33.639","30.393","34.182","65.464","38.144","46.713","30.868","24.209"
"1693412768","36.762","37.501","34.215","33.133","32.488","33.661","30.390","34.219","65.489","38.184","46.738","30.861","24.209"
"1693412769","36.795","37.520","34.226","33.155","32.521","33.694","30.411","34.248","65.518","38.205","46.716","30.890","24.232"
"1693412770","36.820","37.523","34.237","33.148","32.543","33.701","30.404","34.252","65.532","38.220","46.716","30.882","24.228"
"1693412771","36.827","37.549","34.244","33.166","32.576","33.727","30.415","34.266","65.550","38.246","46.658","30.912","24.224"
"1693412772","36.831","37.553","34.263","33.173","32.579","33.731","30.415","34.270","65.579","38.275","46.618","30.966","24.246"
"1693412773","36.828","37.567","34.281","33.188","32.558","33.749","30.408","34.284","65.593","38.282","46.640","30.966","24.254"
"1693412774","36.809","37.585","34.295","33.206","32.507","33.753","30.401","34.277","65.611","38.311","46.618","30.999","24.276"
"1693412775","36.817","37.575","34.307","33.232","32.492","33.760","30.412","34.299","65.643","38.333","46.600","31.025","24.254"
"1693412776","36.897","37.564","34.358","33.265","32.540","33.786","30.361","34.339","65.658","38.355","46.622","31.021","24.257"
"1693412777","36.941","37.593","34.376","33.283","32.569","33.804","30.346","34.358","65.683","38.384","46.640","31.010","24.269"
"1693412778","36.970","37.608","34.358","33.290","32.598","33.826","30.332","34.380","65.708","38.409","46.709","30.988","24.257"
"1693412779","36.974","37.640","34.347","33.312","32.620","33.848","30.325","34.387","65.737","38.428","46.738","30.988","24.250"
"1693412780","37.021","37.684","34.369","33.320","32.657","33.855","30.321","34.358","65.762","38.461","46.847","31.006","24.235"
"1693412781","37.058","37.724","34.398","33.330","32.682","33.859","30.321","34.336","65.776","38.486","46.836","31.007","24.228"
"1693412782","37.054","37.724","34.424","33.360","32.719","33.859","30.329","34.343","65.787","38.493","46.796","31.003","24.221"
"1693412783","37.054","37.714","34.431","33.374","32.741","33.870","30.325","34.362","65.812","38.515","46.735","30.985","24.206"
"1693412784","37.083","37.746","34.464","33.404","32.766","33.877","30.343","34.380","65.837","38.541","46.709","30.974","24.202"
"1693412785","37.142","37.776","34.515","33.440","32.777","33.917","30.369","34.427","65.863","38.570","46.702","30.981","24.195"
"1693412786","37.182","37.772","34.519","33.440","32.777","33.921","30.351","34.431","65.873","38.592","46.698","30.967","24.195"
"1693412787","37.200","37.750","34.519","33.447","32.799","33.932","30.318","34.424","65.899","38.610","46.727","31.003","24.206"
"1693412788","37.222","37.747","34.515","33.466","32.810","33.950","30.307","34.446","65.924","38.639","46.735","31.014","24.199"
"1693412789","37.269","37.780","34.530","33.466","32.836","33.987","30.311","34.482","65.956","38.668","46.709","31.028","24.202"
"1693412790","37.306","37.820","34.534","33.466","32.850","33.987","30.329","34.483","65.974","38.690","46.720","31.047","24.202"
"1693412791","37.313","37.838","34.530","33.484","32.872","33.998","30.355","34.504","65.978","38.698","46.742","31.050","24.199"
