"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693577889","30.891","32.250","26.875","25.414","25.878","26.525","23.773","26.639","75.749","30.202","22.717","23.938","21.870","23.791"
"1693577890","30.935","32.283","26.897","25.432","25.899","26.532","23.754","26.650","75.791","30.234","22.705","23.942","21.841","23.783"
"1693577891","30.963","32.344","26.926","25.443","25.918","26.550","23.754","26.653","75.820","30.256","22.742","23.952","21.841","23.787"
"1693577892","30.981","32.424","27.006","25.490","25.980","26.598","23.754","26.660","75.880","30.296","22.767","23.974","21.766","23.790"
"1693577893","30.995","32.431","27.039","25.527","26.005","26.623","23.757","26.693","75.916","30.332","22.782","23.985","21.722","23.793"
"1693577894","31.013","32.398","27.075","25.560","26.042","26.652","23.760","26.744","75.994","30.393","22.766","23.992","21.743","23.804"
"1693577895","31.039","32.419","27.105","25.592","26.078","26.678","23.767","26.781","76.044","30.431","22.773","24.002","21.865","23.815"
"1693577896","31.075","32.448","27.127","25.622","26.082","26.696","23.771","26.821","76.090","30.473","22.832","24.009","21.941","23.832"
"1693577897","31.089","32.499","27.156","25.658","26.114","26.725","23.774","26.843","76.133","30.505","22.809","24.013","22.022","23.825"
"1693577898","31.114","32.535","27.188","25.691","26.155","26.736","23.781","26.876","76.161","30.523","22.828","24.012","22.070","23.825"
"1693577899","31.121","32.568","27.207","25.713","26.187","26.743","23.781","26.901","76.225","30.577","22.853","24.012","22.124","23.828"
"1693577900","31.157","32.615","27.239","25.735","26.231","26.757","23.785","26.927","76.264","30.606","22.882","24.015","22.109","23.831"
"1693577901","31.201","32.669","27.261","25.782","26.260","26.808","23.773","26.944","76.332","30.660","22.918","24.011","22.031","23.834"
"1693577902","31.270","32.676","27.309","25.811","26.282","26.823","23.780","26.970","76.383","30.705","22.938","24.011","21.981","23.841"
"1693577903","31.306","32.690","27.341","25.825","26.300","26.856","23.783","26.999","76.428","30.743","22.954","24.021","21.954","23.848"
"1693577904","31.371","32.730","27.370","25.836","26.329","26.877","23.798","27.036","76.478","30.772","22.932","24.036","22.001","23.852"
"1693577905","31.440","32.773","27.396","25.862","26.351","26.917","23.808","27.065","76.510","30.801","22.950","24.054","22.041","23.859"
"1693577906","31.494","32.799","27.436","25.894","26.402","26.939","23.827","27.094","76.584","30.870","22.994","24.064","22.122","23.855"
"1693577907","31.556","32.817","27.465","25.902","26.409","26.965","23.823","27.116","76.620","30.895","22.957","24.064","22.162","23.865"
"1693577908","31.599","32.813","27.487","25.934","26.424","26.979","23.819","27.152","76.691","30.949","22.860","24.071","22.150","23.868"
"1693577909","31.614","32.878","27.509","25.967","26.449","27.012","23.841","27.189","76.728","30.991","22.818","24.070","22.163","23.868"
"1693577910","31.661","33.001","27.582","25.992","26.493","27.034","23.807","27.188","76.776","31.032","22.808","24.085","22.175","23.868"
"1693577911","31.682","33.041","27.611","25.988","26.511","27.048","23.821","27.217","76.812","31.050","22.719","24.092","22.179","23.860"
"1693577912","31.711","33.077","27.629","26.007","26.514","27.062","23.810","27.239","76.848","31.083","22.763","24.095","22.201","23.867"
"1693577913","31.714","33.132","27.669","26.058","26.543","27.088","23.806","27.257","76.936","31.137","22.774","24.091","22.200","23.867"
"1693577914","31.729","33.200","27.687","26.068","26.584","27.113","23.806","27.264","76.943","31.162","22.755","24.102","22.185","23.855"
"1693577915","31.739","33.251","27.739","26.109","26.627","27.143","23.802","27.257","76.993","31.216","22.652","24.131","22.221","23.870"
"1693577916","31.819","33.280","27.760","26.130","26.664","27.175","23.801","27.253","77.052","31.252","22.660","24.158","22.234","23.869"
"1693577917","31.848","33.323","27.793","26.149","26.697","27.182","23.794","27.245","77.100","31.292","22.721","24.178","22.224","23.869"
"1693577918","31.891","33.349","27.811","26.167","26.711","27.197","23.793","27.245","77.125","31.321","22.743","24.181","22.198","23.872"
"1693577919","32.000","33.436","27.873","26.170","26.707","27.229","23.804","27.252","77.149","31.335","22.776","24.203","22.132","23.876"
"1693577920","32.069","33.472","27.891","26.173","26.696","27.262","23.811","27.273","77.228","31.400","22.786","24.214","22.013","23.890"
"1693577921","32.116","33.471","27.917","26.166","26.673","27.277","23.807","27.306","77.260","31.425","22.811","24.217","22.031","23.901"
"1693577922","32.145","33.489","27.953","26.162","26.662","27.287","23.811","27.368","77.320","31.487","22.844","24.228","22.038","23.907"
"1693577923","32.192","33.496","27.964","26.194","26.669","27.313","23.829","27.423","77.379","31.528","22.873","24.222","22.055","23.914"
"1693577924","32.232","33.522","27.975","26.216","26.683","27.335","23.839","27.471","77.438","31.570","22.902","24.227","22.089","23.921"
"1693577925","32.264","33.550","27.997","26.234","26.727","27.360","23.850","27.515","77.470","31.591","22.873","24.212","22.093","23.929"
"1693577926","32.311","33.594","28.037","26.249","26.764","27.393","23.864","27.547","77.498","31.631","22.861","24.200","22.118","23.928"
"1693577927","32.377","33.612","28.084","26.282","26.811","27.422","23.872","27.573","77.558","31.678","22.798","24.189","22.125","23.924"
"1693577928","32.515","33.633","28.139","26.355","26.892","27.462","23.886","27.650","77.583","31.703","22.838","24.181","22.055","23.924"
"1693577929","32.573","33.666","28.153","26.398","26.939","27.480","23.904","27.671","77.647","31.761","22.897","24.196","22.036","23.920"
"1693577930","32.609","33.713","28.153","26.420","26.980","27.495","23.918","27.712","77.693","31.794","22.889","24.206","22.092","23.921"
"1693577931","32.631","33.756","28.168","26.438","27.001","27.531","23.914","27.741","77.743","31.844","22.811","24.221","22.127","23.919"
"1693577932","32.656","33.803","28.193","26.471","27.034","27.560","23.918","27.774","77.775","31.862","22.778","24.217","22.152","23.915"
"1693577933","32.644","33.865","28.244","26.493","27.056","27.578","23.910","27.796","77.807","31.891","22.752","24.216","22.174","23.907"
"1693577934","32.648","33.908","28.281","26.526","27.081","27.608","23.910","27.795","77.871","31.945","22.810","24.223","22.203","23.911"
"1693577935","32.666","33.945","28.318","26.548","27.103","27.626","23.902","27.802","77.896","31.974","22.806","24.230","22.196","23.925"
"1693577936","32.691","33.995","28.365","26.569","27.136","27.644","23.898","27.806","77.963","32.025","22.832","24.252","22.191","23.928"
"1693577937","32.778","34.039","28.434","26.609","27.180","27.699","23.916","27.871","78.020","32.079","22.894","24.250","22.186","23.944"
"1693577938","32.807","34.071","28.456","26.646","27.201","27.728","23.934","27.908","78.070","32.126","22.919","24.251","22.228","23.946"
"1693577939","32.836","34.107","28.485","26.675","27.242","27.753","23.938","27.956","78.091","32.147","22.889","24.251","22.246","23.934"
"1693577940","32.865","34.132","28.504","26.704","27.267","27.782","23.941","27.977","78.134","32.176","22.852","24.247","22.260","23.938"
"1693577941","32.912","34.176","28.529","26.726","27.282","27.819","23.956","28.018","78.191","32.223","22.826","24.250","22.274","23.934"
"1693577942","32.941","34.216","28.555","26.755","27.311","27.819","23.948","28.050","78.212","32.241","22.789","24.231","22.274","23.926"
"1693577943","33.006","34.245","28.576","26.792","27.344","27.840","23.959","28.076","78.273","32.292","22.781","24.253","22.310","23.933"
"1693577944","33.053","34.277","28.605","26.799","27.354","27.862","23.947","28.087","78.313","32.340","22.702","24.262","22.315","23.929"
"1693577945","33.060","34.335","28.646","26.824","27.373","27.869","23.940","28.068","78.354","32.375","22.685","24.271","22.317","23.932"
"1693577946","33.122","34.382","28.700","26.861","27.398","27.898","23.928","28.071","78.390","32.393","22.692","24.270","22.331","23.928"
"1693577947","33.136","34.382","28.718","26.879","27.398","27.916","23.928","28.082","78.418","32.425","22.673","24.292","22.346","23.946"
"1693577948","33.136","34.433","28.748","26.908","27.405","27.935","23.924","28.097","78.479","32.479","22.750","24.299","22.338","23.946"
"1693577949","33.161","34.494","28.791","26.930","27.415","27.953","23.920","28.081","78.507","32.516","22.812","24.303","22.308","23.964"
"1693577950","33.179","34.552","28.821","26.937","27.430","27.975","23.913","28.096","78.582","32.573","22.874","24.331","22.286","23.975"
"1693577951","33.226","34.552","28.857","26.962","27.444","27.982","23.909","28.132","78.619","32.608","22.894","24.335","22.287","23.974"
"1693577952","33.277","34.544","28.875","26.995","27.488","28.022","23.927","28.165","78.663","32.642","22.888","24.345","22.263","23.974"
"1693577953","33.305","34.537","28.897","27.032","27.529","28.047","23.923","28.198","78.688","32.671","22.917","24.341","22.226","23.981"
"1693577954","33.323","34.544","28.915","27.054","27.554","28.076","23.934","28.224","78.727","32.692","22.921","24.349","22.229","23.992"
"1693577955","33.319","34.624","28.974","27.112","27.620","28.120","23.940","28.282","78.791","32.757","22.884","24.363","22.244","23.991"
"1693577956","33.312","34.663","28.996","27.137","27.649","28.138","23.940","28.315","78.820","32.786","22.858","24.366","22.206","24.002"
"1693577957","33.330","34.689","29.006","27.148","27.678","28.167","23.947","28.333","78.887","32.844","22.857","24.355","22.151","24.012"
"1693577958","33.355","34.703","29.010","27.196","27.715","28.204","23.962","28.370","78.930","32.882","22.818","24.345","22.027","24.021"
"1693577959","33.420","34.710","29.020","27.221","27.744","28.222","23.965","28.388","78.980","32.927","22.790","24.357","21.918","24.026"
"1693577960","33.456","34.710","29.046","27.214","27.777","28.244","23.961","28.398","79.005","32.956","22.830","24.357","21.877","24.026"
"1693577961","33.500","34.746","29.075","27.228","27.802","28.262","23.957","28.398","79.040","32.992","22.878","24.372","21.855","24.037"
"1693577962","33.562","34.768","29.112","27.254","27.828","28.280","23.950","28.413","79.101","33.043","22.918","24.371","21.825","24.044"
"1693577963","33.558","34.782","29.148","27.279","27.857","28.298","23.953","28.420","79.129","33.072","22.929","24.382","21.906","24.055"
"1693577964","33.641","34.716","29.210","27.290","27.882","28.346","23.964","28.463","79.193","33.122","22.950","24.411","22.030","24.054"
"1693577965","33.684","34.719","29.225","27.297","27.889","28.375","23.985","28.515","79.246","33.165","22.965","24.423","22.015","24.054"
"1693577966","33.713","34.741","29.250","27.315","27.911","28.397","24.004","28.547","79.278","33.198","22.861","24.425","22.055","24.053"
"1693577967","33.761","34.781","29.276","27.333","27.944","28.419","24.007","28.584","79.303","33.223","22.747","24.421","22.066","24.046"
"1693577968","33.815","34.813","29.316","27.362","27.988","28.440","24.007","28.617","79.335","33.248","22.761","24.406","22.103","24.038"
"1693577969","33.858","34.853","29.342","27.406","28.017","28.470","24.032","28.657","79.392","33.314","22.691","24.402","22.077","24.041"
"1693577970","33.858","34.889","29.360","27.439","28.039","28.484","24.028","28.675","79.431","33.342","22.739","24.420","22.091","24.045"
"1693577971","33.843","34.925","29.381","27.479","28.061","28.513","24.032","28.693","79.491","33.400","22.757","24.453","22.054","24.063"
"1693577972","33.861","34.958","29.414","27.486","28.071","28.528","24.021","28.704","79.536","33.440","22.767","24.469","21.985","24.048"
"1693577973","33.861","35.059","29.495","27.556","28.104","28.571","24.009","28.722","79.577","33.472","22.767","24.470","21.928","24.051"
"1693577974","33.897","35.077","29.517","27.574","28.130","28.578","24.020","28.751","79.598","33.498","22.803","24.470","21.850","24.062"
"1693577975","33.948","35.092","29.572","27.596","28.162","28.600","24.023","28.788","79.637","33.523","22.833","24.470","21.780","24.065"
"1693577976","33.951","35.117","29.593","27.625","28.188","28.618","24.019","28.802","79.687","33.584","22.884","24.466","21.725","24.068"
"1693577977","33.991","35.120","29.637","27.643","28.228","28.640","24.019","28.832","79.722","33.613","22.858","24.469","21.802","24.079"
"1693577978","34.056","35.142","29.666","27.661","28.261","28.673","24.030","28.853","79.783","33.667","22.883","24.458","21.915","24.071"
"1693577979","34.089","35.189","29.688","27.676","28.283","28.706","24.026","28.850","79.827","33.714","22.906","24.474","21.975","24.082"
"1693577980","34.143","35.185","29.714","27.705","28.305","28.717","24.022","28.842","79.875","33.761","22.875","24.490","22.010","24.089"
"1693577981","34.176","35.211","29.721","27.745","28.330","28.750","24.048","28.886","79.911","33.783","22.908","24.490","21.992","24.085"
"1693577982","34.267","35.319","29.768","27.793","28.392","28.815","24.077","28.992","79.939","33.812","22.907","24.493","21.969","24.092"
"1693577983","34.325","35.352","29.798","27.807","28.410","28.837","24.080","28.995","80.000","33.866","22.844","24.485","21.858","24.062"
"1693577984","34.379","35.374","29.823","27.818","28.436","28.848","24.076","29.025","80.021","33.888","22.811","24.489","21.843","24.055"
"1693577985","34.419","35.432","29.860","27.840","28.469","28.877","24.079","29.043","80.089","33.949","22.796","24.499","21.780","24.039"
"1693577986","34.426","35.475","29.885","27.858","28.487","28.885","24.072","29.072","80.128","33.994","22.818","24.512","21.846","24.050"
"1693577987","34.451","35.511","29.889","27.891","28.494","28.910","24.098","29.116","80.174","34.036","22.824","24.524","21.894","24.053"
"1693577988","34.469","35.540","29.922","27.950","28.520","28.936","24.101","29.149","80.203","34.065","22.832","24.524","21.941","24.064"
"1693577989","34.520","35.555","29.951","27.982","28.531","28.954","24.127","29.189","80.235","34.094","22.765","24.546","21.937","24.060"
"1693577990","34.582","35.602","29.980","28.008","28.556","28.972","24.130","29.244","80.295","34.155","22.746","24.542","21.827","24.093"
"1693577991","34.599","35.696","30.016","28.026","28.629","29.016","24.118","29.229","80.331","34.177","22.735","24.519","21.793","24.093"
